vehicle_id,driver_id,driver_name,manufacturer,monthly_revenue_generation,yearly_revenue,maintenance_cost,driver_revenue,battery_percentage,expected_distance_km,trip_speed_kmph,vehicle_status,date,time,violations
EV-890,890,Kalaivani,Tata,236709.2,2621752.26,15588.79,4383.06,12,54.22,64.51,Running,06-04-2024,19.02,Speeding
EV-606,606,Chitra,Maruti,39423.67,444914.79,16756.47,1653.39,44,175.32,0,Maintenance,14-08-2025,11.41,Harsh Braking
EV-457,457,Sridhar,Mahindra,294706.18,3436738.13,36062.5,3537.44,26,100.93,46.08,Running,06-11-2025,17.28,Route Deviation
EV-615,615,Uma,BMW,249285.2,2623345.71,19088.69,1910.55,9,43.44,0,Maintenance,20-12-2025,15.1,Overcharging
EV-735,735,Kumar,Tesla,154358.19,1782460.23,7588.51,1785.99,100,438.48,0,Charging,29-07-2024,11.1,None
EV-698,698,Sridhar,Tata,244218.88,3031253.45,21334.7,4516,24,152.46,46.07,Running,08-04-2024,12.05,Speeding
EV-981,981,Anitha,Maruti,37947.88,421264.29,14732.43,2750.88,91,338.34,0,Charging,11-04-2025,3.06,Harsh Braking
EV-696,696,Nithya,Mahindra,56077.19,0,36241.24,3278.6,53,188.69,47.3,Running,28-09-2024,16.13,Route Deviation
EV-495,495,Geetha,BMW,62167.31,682064.16,16045.41,2453,56,237.18,27.68,Running,21-10-2025,18.34,Overcharging
EV-674,674,Ilango,Tesla,228749.93,2565580.95,30594.69,3317.37,70,267.96,49.04,Running,25-01-2025,8.52,None
EV-247,247,Dhanalakshmi,Tata,292008.57,3089176.61,36691.31,2092.21,23,136.91,0,Garage,17-08-2025,18.24,Speeding
EV-543,543,Prabhu,Maruti,229162.04,3078887.4,20775.44,3058.81,94,355.95,52.56,Running,14-04-2025,17.36,Harsh Braking
EV-564,564,Shanthi,Mahindra,0,2492123.6,11443.61,1233.24,18,53.4,0,Garage,28-09-2025,19.02,Route Deviation
EV-857,857,Manikandan,BMW,229891.52,2916117.71,9017.92,1979.92,11,56.57,0,Garage,25-02-2024,20.47,Overcharging
EV-588,588,Lakshmi,Tesla,379026.36,4286553.55,30226.63,2554.61,61,302.66,41.57,Running,05-03-2024,9.32,None
EV-897,897,Sathish,Tata,38797.79,465235.54,23638.46,3876.21,84,337.89,0,Garage,08-01-2025,7.3,Speeding
EV-439,439,Selvi,Maruti,269815.92,3101796.56,26305.83,3280.98,14,50.69,86.1,Running,05-06-2024,19.56,Harsh Braking
EV-278,278,Manikandan,Mahindra,169893.33,2278603.92,22880.24,4066.03,26,95.01,55.89,Running,10-07-2025,18.04,Route Deviation
EV-552,552,Jayanthi,BMW,170228.89,1970573.61,46634.22,4612.84,94,535.02,0,Maintenance,15-01-2024,2.41,Overcharging
EV-613,613,Naveen,Tesla,68018.96,805573.23,26892.91,4005.32,9,38.81,47.88,Running,17-07-2024,17.24,None
EV-111,111,Ramya,Tata,356967.99,4806953.83,33612.09,3538.21,80,431.51,41.77,Running,01-08-2024,10.31,Speeding
EV-385,385,Kalaivani,Maruti,177858.69,1920425.24,49484.1,4296.74,92,493.62,81.7,Running,20-06-2025,12.09,Harsh Braking
EV-833,833,Aravind,Mahindra,230018.54,2619208.23,17799.23,4698.16,28,129.57,42.93,Running,03-10-2025,15.11,Route Deviation
EV-761,761,Sowmya,BMW,0,2300770.8,15183.92,3024.35,19,64.68,56.99,Running,30-12-2024,21.07,Overcharging
EV-191,191,Senthil,Tesla,219030.71,2595323.9,10607.53,3723.68,92,357.81,69.62,Running,02-02-2024,7.01,None
EV-490,490,Dinesh,Tata,217072.72,0,20330.92,4576.35,92,406.13,31.49,Running,19-03-2025,1.51,Speeding
EV-694,694,Priya,Maruti,24955.79,290619.27,20851.41,1503.46,30,116.06,0,Garage,20-02-2024,16.52,Harsh Braking
EV-426,426,Ramya,Mahindra,216296.66,2453804.96,11245.34,1722.32,59,259.85,0,Maintenance,21-07-2025,0.16,Route Deviation
EV-405,405,Manikandan,BMW,480129.7,5494036.52,25737.85,3170.8,22,133.21,49.01,Running,02-02-2024,23.2,Overcharging
EV-335,335,Deepa,Tesla,155213.42,1688554.82,32148.36,2514.03,47,286.6,59.51,Running,01-10-2025,6.55,None
EV-209,209,Aravind,Tata,83111.04,907756.74,11092.21,1772.19,10,46.72,53.13,Running,19-02-2024,12.59,Speeding
EV-22,22,Kanmani,Maruti,207369.89,2327991.32,26658.03,2688.59,49,215.81,0,Garage,16-04-2025,13.45,Harsh Braking
EV-678,678,Indhu,Mahindra,97425.05,1073250.98,15471.52,2967.94,29,116.4,63.27,Running,11-12-2025,9.49,Route Deviation
EV-611,611,Yogesh,BMW,227672.09,2621201.56,17025.55,2853.96,85,454.78,56.49,Running,03-08-2025,5.17,Overcharging
EV-208,208,Uma,Tesla,23885.9,260845.55,26803.48,2079.59,20,93.69,0,Garage,10-11-2024,17.47,None
EV-8,8,Suriya,Tata,146951.8,0,33048.15,5151.61,59,235.01,70.89,Running,10-08-2025,19.26,Speeding
EV-702,702,Pavithra,Maruti,133970.13,1788762.93,23226.56,2451.74,60,234.44,33.58,Running,31-05-2025,10.5,Harsh Braking
EV-687,687,Shanthi,Mahindra,65475.7,785335.1,9559.35,3417.32,33,150.25,64.52,Running,16-08-2025,18.07,Route Deviation
EV-785,785,Sivakumar,BMW,30286.16,358574.01,23683.48,1665.44,68,304,0,Garage,08-09-2024,20.31,Overcharging
EV-529,529,Geetha,Tesla,0,834299.98,10671.53,3318.4,5,20,54.67,Running,11-04-2024,22.07,None
EV-602,602,Velu,Tata,47592.77,531474.91,10149.92,2505.26,49,199.19,56.51,Running,20-01-2025,16.36,Speeding
EV-653,653,Elango,Maruti,311527.95,3852286.72,29812.73,1361.27,88,551.06,0,Garage,06-11-2025,12.1,Harsh Braking
EV-657,657,Vani,Mahindra,0,2811716.54,16871.57,3928.25,30,106.08,0,Charging,30-09-2024,18.35,Route Deviation
EV-166,166,Revathi,BMW,220129.53,2428236.06,23234.69,3944.92,89,348.9,62.13,Running,05-09-2024,12.51,Overcharging
EV-849,849,Raja,Tesla,51113.91,626464.62,20655.18,1794.64,54,240.92,32.39,Running,17-07-2025,17.04,None
EV-496,496,Suresh,Tata,433768.47,5511203.23,19464.07,2646.08,31,155.48,49.32,Running,24-02-2025,20.3,Speeding
EV-590,590,Bhuvana,Maruti,267301.57,3561963.21,13524.07,4063.94,39,165.12,75.18,Running,16-02-2025,16.53,Harsh Braking
EV-429,429,Kumar,Mahindra,83043.16,916011.25,36722.29,4409.35,84,382.95,38.09,Running,06-06-2024,17,Route Deviation
EV-774,774,Saranya,BMW,23888.47,302260.98,16813.59,2830.68,33,120.93,58.38,Running,25-07-2025,17.29,Overcharging
EV-163,163,Uma,Tesla,307813.79,3456583.83,42727.54,3870.96,11,56.91,58.27,Running,02-07-2025,18.16,None
EV-366,366,Jayanthi,Tata,422751.47,4642184.86,29896.9,4952.12,66,406.26,59.86,Running,15-06-2024,10.19,Speeding
EV-526,526,Dinesh,Maruti,472944.47,6130747.47,26584.21,2404.48,75,380.99,5.82,Running,04-01-2024,19.15,Harsh Braking
EV-239,239,Sathish,Mahindra,23933.04,272692.72,20486.32,4104.24,38,249.65,85.16,Running,18-06-2025,19.26,Route Deviation
EV-72,72,Ramesh,BMW,47703.5,548355.4,13985.73,1290.22,52,220.48,0,Maintenance,10-04-2025,17.03,Overcharging
EV-445,445,Saranya,Tesla,184338.95,2154468.84,16784.74,2055.89,9,51.25,36.36,Running,07-05-2024,1.09,None
EV-655,655,Vidya,Tata,204738.78,2178051.68,21255.59,3159.65,12,68,82.85,Running,21-02-2024,15.52,Speeding
EV-822,822,Chitra,Maruti,360548.21,4734980.27,39114.79,2867.86,76,433.53,36.02,Running,15-09-2024,18.14,Harsh Braking
EV-509,509,Kumar,Mahindra,299183.93,4013056.03,39436.82,3534.53,47,226.6,63.42,Running,28-08-2024,18.48,Route Deviation
EV-795,795,Mohan,BMW,263703.05,2931355.46,16972.44,4573.16,97,562.23,46.39,Running,12-10-2024,19.19,Overcharging
EV-269,269,Elango,Tesla,0,854877.36,23945.82,1995.64,56,229.02,38.71,Running,28-10-2024,19.18,None
EV-753,753,Kalaivani,Tata,281827.38,3373502.67,38649.43,3128.59,78,458.71,107.87,Running,29-04-2024,19.54,Speeding
EV-415,415,Gopal,Maruti,93670.42,1168559.74,24248.97,3316.52,5,33,50.12,Running,01-02-2025,19.5,Harsh Braking
EV-245,245,Meena,Mahindra,258916.32,3101853.18,14512.19,2525.4,42,245.68,26.49,Running,09-06-2024,7.59,Route Deviation
EV-675,675,Gopal,BMW,177600.39,2212494.53,34479.84,4236.64,96,423.91,83.69,Running,05-02-2024,9.57,Overcharging
EV-60,60,Indhu,Tesla,228533.19,3051693.6,18598.17,3347.09,11,54.39,71.75,Running,15-08-2024,3.08,None
EV-6,6,Vidya,Tata,108733.24,1249818.87,23157.95,1919.98,85,458.01,0,Charging,02-10-2024,11.11,Speeding
EV-709,709,Sathish,Maruti,271008.85,3567807.76,32262.89,4873.22,60,323.72,86.18,Running,29-12-2024,17.23,Harsh Braking
EV-982,982,Prabhu,Mahindra,53130.68,644682.32,29348.74,3346.01,50,176.91,28.22,Running,25-04-2024,8.09,Route Deviation
EV-570,570,Geetha,BMW,57742.67,729828.73,34581.03,4354.9,28,120.42,36.96,Running,16-02-2024,8.05,Overcharging
EV-817,817,Ramya,Tesla,236514.1,3073839.23,46345.47,3740.59,39,244.91,62.47,Running,06-04-2025,5.41,None
EV-407,407,Vetri,Tata,265951.46,3005005.3,16724.77,4314.81,77,339.57,47.72,Running,04-05-2025,15.25,Speeding
EV-217,217,Bharathi,Maruti,151958.28,1757494.78,30843.4,1416.61,46,223.88,43.26,Running,07-09-2024,16,Harsh Braking
EV-930,930,Chitra,Mahindra,74011.49,786015.07,7090.51,3122.92,71,296.69,68.97,Running,18-12-2025,5.09,Route Deviation
EV-26,26,Balaji,BMW,250672.32,3218054.59,15089.41,1724.83,48,224.83,0,Garage,20-09-2024,11.21,Overcharging
EV-815,815,Vidya,Tesla,362775.48,3886192.26,35728.17,4591.28,8,50.23,30.56,Running,05-05-2025,15.11,None
EV-5,5,Anitha,Tata,0,5324165.88,26432.12,2444.09,100,566.01,0,Garage,16-01-2024,19.13,Speeding
EV-986,986,Vani,Maruti,302712.81,3921984.57,31785.39,2455.45,81,393.61,0,Charging,02-11-2024,7.58,Harsh Braking
EV-532,532,Janani,Mahindra,150537.23,1627222.32,27445.46,2768.37,28,103.24,31.01,Running,02-12-2025,17.37,Route Deviation
EV-390,390,Vidya,BMW,74517.68,1004517.33,36252.84,2988.58,75,315.21,60.87,Running,12-07-2024,9.17,Overcharging
EV-710,710,Bhuvana,Tesla,23663.88,288543.95,21645.5,5336.18,23,145.63,35.45,Running,13-07-2024,14.48,None
EV-571,571,Dhanalakshmi,Tata,478367.24,5202235.89,20455.33,2319.54,95,469.07,45.73,Running,01-09-2025,16.05,Speeding
EV-448,448,Vetri,Maruti,165484.78,1744659.08,47023.59,4345.03,54,295.07,59.21,Running,15-12-2025,0.09,Harsh Braking
EV-754,754,Ramesh,Mahindra,346662.47,3989723.21,17222.48,3775.61,95,568.54,41.45,Running,19-03-2025,7.46,Route Deviation
EV-146,146,Kanmani,BMW,0,763192.47,19072.7,1723.68,22,93.75,37.82,Running,29-12-2025,16.58,Overcharging
EV-388,388,Kumar,Tesla,449848.11,5348973.92,34081.69,3914.44,98,485.7,80.6,Running,12-01-2024,8.59,None
EV-785,785,Sathish,Tata,77125.95,917668.23,24734.91,2918.56,32,132.8,0,Charging,04-01-2024,18.42,Speeding
EV-249,249,Muthu,Maruti,231759.83,2541862.08,25393.8,2720.48,33,129,50.73,Running,07-01-2024,17.46,Harsh Braking
EV-526,526,Bhuvana,Mahindra,229108.72,2858536.64,14515.33,2287.36,77,290.42,0,Maintenance,12-11-2024,18.01,Route Deviation
EV-462,462,Ramya,BMW,171489.64,2012823.55,42654.78,6027.91,89,506.63,68.01,Running,26-03-2024,17.37,Overcharging
EV-13,13,Prabhu,Tesla,302966.12,3756398.94,17892.66,2911.41,49,246.08,43.33,Running,06-04-2025,16.17,None
EV-903,903,Naveen,Tata,161624.5,2115850.71,18155.86,2446.14,11,38.31,0,Garage,14-04-2024,18.19,Speeding
EV-384,384,Arun,Maruti,196982.3,2168430.35,14699.56,3951.24,49,304.16,51.82,Running,30-06-2025,11.47,Harsh Braking
EV-556,556,Ganesh,Mahindra,335924.55,3963574.52,34700.29,3383.68,93,560.67,0,Charging,31-08-2025,19.52,Route Deviation
EV-887,887,Murugan,BMW,131273.02,1709704.31,21877.56,2514.23,30,127.49,59.13,Running,01-05-2025,22.28,Overcharging
EV-399,399,Elango,Tesla,382508.59,4845158.53,44015.53,3154.95,74,366.82,0,Garage,29-05-2024,17.51,None
EV-19,19,Ramya,Tata,221219.77,2525482.3,23978.24,2325.6,53,186.21,0,Garage,01-10-2025,9.53,Speeding
EV-575,575,Arun,Maruti,66507.28,849217.84,28133.82,3040.2,88,375.87,55.16,Running,01-07-2025,12.3,Harsh Braking
EV-491,491,Raja,Mahindra,36751.86,428009.71,29002.08,2438.24,22,98.86,59.69,Running,22-04-2025,11.56,Route Deviation
EV-751,751,Nithya,BMW,376260.14,5047193.52,27102.73,3419.69,88,519.58,97.74,Running,06-08-2025,13.11,Overcharging
EV-419,419,Janani,Tesla,154384.64,1739062.26,26581.33,1871.46,44,162.1,0,Maintenance,13-01-2024,16.24,None
EV-337,337,Priya,Tata,50271.18,554718.94,32413.03,4082.9,22,123.89,74.08,Running,13-02-2024,1.39,Speeding
EV-419,419,Selvam,Maruti,76341.25,1002813.3,17941.68,1729.34,51,192.8,0,Maintenance,01-07-2024,8.01,Harsh Braking
EV-915,915,Boopathi,Mahindra,153761.59,1843657.1,30998.67,4341.62,5,22.28,66.24,Running,07-06-2025,15.13,Route Deviation
EV-916,916,Ganesh,BMW,219223.73,2791226.9,11516.51,674.12,37,133.79,0,Garage,07-11-2025,10.43,Overcharging
EV-612,612,Saravanan,Tesla,17760.47,237111.95,31346,4536.13,43,178.65,77.22,Running,11-07-2025,8.11,None
EV-675,675,Jayanthi,Tata,175528.1,1946935.57,28582.56,3848.31,27,111.04,46.54,Running,09-11-2025,17.26,Speeding
EV-928,928,Ramya,Maruti,121346.65,1310597.06,33301.7,5526.86,18,117.61,87.96,Running,10-07-2024,18.41,Harsh Braking
EV-122,122,Selvi,Mahindra,0,1929532.66,33602.97,2619.46,96,366.5,25.28,Running,27-03-2024,20.4,Route Deviation
EV-432,432,Gopal,BMW,195749.01,2122750.83,22490.32,1758.97,89,335.64,65.57,Running,03-12-2024,19.22,Overcharging
EV-44,44,Sivakumar,Tesla,322854.46,4321735.96,30124.14,1751.71,48,253.58,0,Garage,24-12-2024,17.2,None
EV-872,872,Ramya,Tata,426851.15,5395518.22,28325.32,3011.31,41,244.44,0,Garage,17-02-2024,21.06,Speeding
EV-920,920,Bhuvana,Maruti,284108.72,3542118.44,27737.88,2800.95,75,298.69,0,Charging,23-01-2024,20.14,Harsh Braking
EV-317,317,Abinaya,Mahindra,132564.81,1770381.7,29479.76,4522.21,80,492.32,82.3,Running,25-01-2024,8.59,Route Deviation
EV-381,381,Shankar,BMW,354132.3,4757889.96,48741,3644.58,41,185.88,26.63,Running,09-03-2024,8.08,Overcharging
EV-145,145,Nandhini,Tesla,291722.46,3862124.21,29173.43,2304.85,32,112.56,56.8,Running,27-06-2024,12.3,None
EV-327,327,Meena,Tata,189658.67,2366801.64,21978.73,1557.06,11,39.5,0,Charging,06-04-2024,10.26,Speeding
EV-363,363,Nandhini,Maruti,159987.33,1918280.12,28572.91,2988.4,56,241.89,44.49,Running,06-08-2024,21.05,Harsh Braking
EV-50,50,Nandhini,Mahindra,234157.46,2489507.54,31226.6,2716.22,21,96.71,28.38,Running,07-06-2024,17.41,Route Deviation
EV-65,65,Vijay,BMW,238888.83,3136828.17,20988.51,3621.26,66,280.76,59.31,Running,03-11-2025,11.29,Overcharging
EV-355,355,Prakash,Tesla,190845.91,2061207.11,24919.49,2063.02,41,181.6,0,Charging,21-11-2024,8.38,None
EV-800,800,Padma,Tata,305340.17,3284969.3,39220.48,4216.45,18,109.98,48.19,Running,29-06-2025,17.52,Speeding
EV-164,164,Sathish,Maruti,199315.38,2485170.55,27200.23,4131.01,55,221.76,77.32,Running,04-05-2025,16.19,Harsh Braking
EV-141,141,Deepa,Mahindra,265501.11,3449953.94,32585.11,3619.19,59,213.65,53.83,Running,13-05-2025,15.46,Route Deviation
EV-966,966,Vasanthi,BMW,357619.9,4490455.05,24826.08,2345.97,61,340.7,33.64,Running,11-06-2025,19.35,Overcharging
EV-826,826,Lakshmi,Tesla,416120.98,4824915.12,36043.19,2946.83,8,63.3,0,Garage,17-08-2025,9.01,None
EV-128,128,Nithya,Tata,258521.86,3357762.09,29285.46,2762.13,90,348.62,51.92,Running,17-11-2024,7.43,Speeding
EV-398,398,Uma,Maruti,191299.93,2011753.64,25930.2,2688.95,53,191.82,0,Maintenance,14-05-2025,19.08,Harsh Braking
EV-933,933,Kanmani,Mahindra,0,4191229.56,40302.36,2488.93,85,447.56,45.32,Running,04-03-2025,3.17,Route Deviation
EV-880,880,Prakash,BMW,183041.86,2197067.77,24610.5,5857.88,39,179.51,84.29,Running,04-06-2025,22.22,Overcharging
EV-463,463,Prakash,Tesla,408473.04,5364879.62,29966.26,3918.97,57,277.54,62.39,Running,02-08-2025,9.52,None
EV-751,751,Raja,Tata,41782.07,451718.76,13887.81,1407.98,36,162.67,0,Maintenance,10-02-2025,13.44,Speeding
EV-836,836,Sowmya,Maruti,59845.39,718550.75,20483.03,4059.57,99,430.29,0,Maintenance,18-04-2025,19.22,Harsh Braking
EV-808,808,Boopathi,Mahindra,179169.26,1991896.23,21628.53,2168.1,93,565.79,55.12,Running,16-03-2025,11.37,Route Deviation
EV-187,187,Mohan,BMW,129754.34,1446486.87,36930.8,5395.37,14,44.04,94.17,Running,25-09-2024,9.34,Overcharging
EV-720,720,Bhuvana,Tesla,76993.46,1002806.14,11537.21,1040.39,66,363.75,0,Charging,22-08-2024,2.22,None
EV-732,732,Padma,Tata,191858.34,2111150.46,22406.04,2773.79,6,20,0,Garage,13-11-2024,19.07,Speeding
EV-912,912,Naveen,Maruti,41965.25,449207.47,16374.19,4105.78,67,372.33,61.13,Running,16-10-2024,14.24,Harsh Braking
EV-190,190,Yogesh,Mahindra,42826.94,460670.52,29160.1,2890.77,95,547.76,0,Garage,19-04-2024,7.02,Route Deviation
EV-388,388,Deepa,BMW,0,2501288,47517.47,4491.02,80,417.65,46.54,Running,30-01-2025,18.08,Overcharging
EV-429,429,Bhuvana,Tesla,199666.89,2420669.6,19310.4,2155.23,20,72.55,48.62,Running,10-11-2025,9.06,None
EV-858,858,Manikandan,Tata,0,2950340.63,24255.6,920.34,20,79.77,0,Charging,06-10-2024,0.06,Speeding
EV-284,284,Thenmozhi,Maruti,209545.13,2824932.44,33392.92,4864.46,7,49.88,65.74,Running,10-10-2024,11.36,Harsh Braking
EV-864,864,Bhuvana,Mahindra,126514.24,1684774.41,18031.39,4002.26,93,388.58,0,Charging,26-04-2025,17.42,Route Deviation
EV-237,237,Pavithra,BMW,60843.97,723796.93,24807.68,1006.08,22,148.89,0,Garage,05-12-2024,18.07,Overcharging
EV-194,194,Nandhini,Tesla,168155.1,1839424.27,27051.14,1421.49,46,248,0,Garage,28-12-2025,12.2,None
EV-287,287,Vaishnavi,Tata,268458.22,0,37887.77,3957.14,36,227.71,40.09,Running,28-11-2024,20.59,Speeding
EV-771,771,Vani,Maruti,417519.92,4872025.06,44726.13,5644.47,54,326.44,116.56,Running,07-12-2025,23.34,Harsh Braking
EV-758,758,Vani,Mahindra,461688.48,6111768.36,36019.2,4385.87,53,281.73,60.98,Running,19-01-2024,6.37,Route Deviation
EV-136,136,Sowmya,BMW,193373.59,2269860.94,45311.71,3959.99,7,34.21,58.27,Running,10-04-2025,4.59,Overcharging
EV-792,792,Anand,Tesla,165404.56,1928940.07,34980.51,2273,76,328.75,0,Maintenance,26-09-2024,14.53,None
EV-783,783,Abinaya,Tata,51642.9,684486.98,32621.91,1713.92,9,56.96,18.63,Running,25-04-2025,15.05,Speeding
EV-171,171,Rajesh,Maruti,0,3437305.7,30491.69,735.89,61,351.89,0,Charging,27-01-2024,4.1,Harsh Braking
EV-159,159,Saranya,Mahindra,192037.75,0,15228.69,2873.06,88,351.99,9.52,Running,17-03-2025,11.51,Route Deviation
EV-201,201,Shankar,BMW,204771.9,2741408.21,33543.89,3788.01,48,286.59,42.46,Running,06-02-2025,16.27,Overcharging
EV-487,487,Ramya,Tesla,451341.72,4914744.72,34088.8,2425.42,29,169.54,44.29,Running,23-09-2025,10.34,None
EV-557,557,Chitra,Tata,208621.51,2315533.89,16885.28,2890.67,74,318.39,40.79,Running,31-05-2024,10.56,Speeding
EV-962,962,Nithya,Maruti,66785.7,788353.73,7765.03,3491.05,96,373.57,51.75,Running,06-03-2025,18.25,Harsh Braking
EV-776,776,Anitha,Mahindra,223692.49,2605495.44,14218.13,3159.79,27,141.08,15.58,Running,10-04-2025,4.48,Route Deviation
EV-583,583,Aravind,BMW,91098.13,1019365.65,25986.5,877.97,92,384.78,0,Charging,03-03-2025,19.44,Overcharging
EV-504,504,Priya,Tesla,181342.04,2162928.03,24542.7,5231.47,14,68.33,67.24,Running,10-07-2025,4.18,None
EV-876,876,Rajesh,Tata,55028.41,698951.22,23324.61,4819.56,14,50.57,53.99,Running,26-01-2024,1.46,Speeding
EV-371,371,Arun,Maruti,432303.72,4742510.17,16141.35,1820.81,37,197.79,0,Charging,06-03-2024,11.38,Harsh Braking
EV-103,103,Chitra,Mahindra,438672.67,5084863.45,41559.42,1816.56,77,452.89,0,Charging,08-08-2025,0.51,Route Deviation
EV-125,125,Senthil,BMW,83837.06,888002.7,16563.79,3571.03,22,112.98,64.12,Running,28-10-2024,7.34,Overcharging
EV-313,313,Vignesh,Tesla,251169.21,3357003.1,20399.08,2957.14,71,298.87,60.47,Running,26-08-2024,10.56,None
EV-976,976,Kalaivani,Tata,287522.95,3675292.54,30567.97,3991.95,78,322.16,39.29,Running,11-09-2024,10.26,Speeding
EV-995,995,Divya,Maruti,167459.07,1921997.72,26304.14,4275.08,31,122.57,62.52,Running,12-03-2025,7.16,Harsh Braking
EV-798,798,Bharathi,Mahindra,111195.66,1225565.04,25952,5003.67,39,239.19,82.15,Running,20-12-2024,17.3,Route Deviation
EV-458,458,Arun,BMW,353689.51,4276579.39,38990.67,2865.79,66,386.12,40.37,Running,12-12-2024,13.35,Overcharging
EV-230,230,Meena,Tesla,189165.88,2113575.36,22147.83,3895.71,22,88.3,0,Garage,27-01-2024,17.27,None
EV-658,658,Nithya,Tata,374042.22,4536325.12,32176.45,2214.42,11,61.28,75.07,Running,19-10-2025,11.5,Speeding
EV-882,882,Ganesh,Maruti,267176.21,3131604.81,16762.62,556.14,75,302.85,0,Charging,17-05-2024,5.56,Harsh Braking
EV-197,197,Geetha,Mahindra,391040.25,4757582.56,24254.34,3489.13,90,475.51,80.81,Running,05-09-2024,20.58,Route Deviation
EV-885,885,Divya,BMW,291156.15,3526633.8,43630.76,3160.55,14,96.07,0,Garage,21-01-2024,7.32,Overcharging
EV-733,733,Anitha,Tesla,296755.89,0,31380,3200.03,31,119.25,0,Charging,11-05-2025,7.43,None
EV-423,423,Shanthi,Tata,122543.59,1544273.63,10996.36,1663.89,72,282.47,0,Garage,30-10-2024,9.26,Speeding
EV-572,572,Divya,Maruti,268522.81,3292712.2,23212.88,3783.6,80,458.14,57.47,Running,04-04-2025,14.08,Harsh Braking
EV-610,610,Rajesh,Mahindra,87038.8,1071896.21,38491.61,3511.23,71,294.06,0,Charging,26-04-2025,9.13,Route Deviation
EV-171,171,Chandran,BMW,82531.46,934086.6,29002.88,3158.92,59,243.67,51.96,Running,15-09-2025,15.29,Overcharging
EV-382,382,Chandran,Tesla,134799.48,1801064.34,13531.46,2341.19,52,186.17,49.62,Running,26-02-2024,14.24,None
EV-173,173,Mani,Tata,273992.64,3184159.32,29955.78,1748.65,71,434.9,0,Garage,14-11-2025,16.03,Speeding
EV-663,663,Yogesh,Maruti,0,1948015.61,9159.53,1349.58,93,386.24,0,Charging,01-01-2024,6.58,Harsh Braking
EV-453,453,Chitra,Mahindra,443903.06,4703664.93,32124.92,3757.29,30,153.75,57.23,Running,25-03-2025,20,Route Deviation
EV-350,350,Dinesh,BMW,121761.32,1495960.71,17924.42,2157.86,44,158.91,0,Garage,27-01-2024,11.32,Overcharging
EV-902,902,Elango,Tesla,81742.37,1062867.87,14944.82,3790.37,75,322.91,101.77,Running,26-09-2025,17.33,None
EV-952,952,Yogesh,Tata,230726.2,2555269.05,16058.44,3306.6,50,211.96,42.18,Running,10-07-2024,4.17,Speeding
EV-634,634,Manikandan,Maruti,14524.34,182195.95,26510.45,3527.82,78,300.96,65.74,Running,05-06-2025,18.19,Harsh Braking
EV-494,494,Meena,Mahindra,281908.9,2963655.18,21734.99,3373.85,71,271.26,62.19,Running,22-02-2025,15.29,Route Deviation
EV-620,620,Mohan,BMW,233262.84,0,20185.68,4110.17,96,436.4,76.05,Running,09-04-2024,3.16,Overcharging
EV-4,4,Vijay,Tesla,102673.42,1099844.32,13207.15,4335.55,15,54.29,54.2,Running,15-01-2024,4.01,None
EV-93,93,Latha,Tata,231705.66,3056337.81,32126.07,1779.23,55,306.03,0,Maintenance,07-06-2025,10.32,Speeding
EV-919,919,Priya,Maruti,391376.19,4444925.05,38566.83,2122.96,36,184.21,0,Maintenance,22-05-2025,8.47,Harsh Braking
EV-6,6,Prakash,Mahindra,102138.63,1222669.34,24184.51,2867.85,76,279.74,61.89,Running,07-11-2024,22.14,Route Deviation
EV-288,288,Kanmani,BMW,99167.95,1157692.72,28519.96,3188.4,24,87.14,39.31,Running,12-05-2025,14.28,Overcharging
EV-618,618,Geetha,Tesla,0,1547204.61,15632.87,2892.33,9,41.5,43.6,Running,04-10-2024,10.52,None
EV-146,146,Thenmozhi,Tata,249775.92,2857634.33,20862.66,1219.72,45,197.09,0,Garage,12-06-2024,17.42,Speeding
EV-783,783,Dhanalakshmi,Maruti,85332.17,1132836.86,24785.77,2342.3,17,51.39,0,Garage,12-12-2025,14.35,Harsh Braking
EV-424,424,Malathi,Mahindra,189550.24,2175190.64,31871.89,1433.04,79,325.47,53.69,Running,08-12-2024,11.05,Route Deviation
EV-890,890,Balaji,BMW,0,698984.12,9089.11,1367.24,7,38.65,0,Charging,18-07-2024,7.36,Overcharging
EV-608,608,Vijay,Tesla,294109.4,3442109.28,17867.5,2514.67,19,108.08,0,Charging,29-01-2024,6.07,None
EV-457,457,Vani,Tata,74607.75,835011.92,29227.16,4082.28,60,265.3,22.3,Running,23-05-2024,7.36,Speeding
EV-741,741,Chitra,Maruti,337739.52,4549847.96,35940.22,1511.68,47,263.75,47.43,Running,19-04-2025,9.02,Harsh Braking
EV-202,202,Vijay,Mahindra,78103.33,978085.07,32682.01,3255,78,345.16,64.16,Running,21-05-2024,20.31,Route Deviation
EV-212,212,Lakshmi,BMW,139735.37,1681929.95,25300.46,4191.69,71,410.91,78.98,Running,14-04-2025,10.18,Overcharging
EV-6,6,Nithya,Tesla,85414.31,1062930.09,17786.5,2134.5,50,225.1,44.37,Running,05-12-2024,6.39,None
EV-624,624,Vaishnavi,Tata,170031.89,2045299.72,34856.84,3287.34,52,246.19,53.44,Running,05-11-2024,17.54,Speeding
EV-376,376,Deepa,Maruti,202253.04,2582489.38,29556.28,5377.1,82,473.33,55.55,Running,29-06-2025,18.36,Harsh Braking
EV-891,891,Priya,Mahindra,487816.23,0,24967.75,1834.8,40,192.01,44.05,Running,21-12-2025,9.08,Route Deviation
